air_store_id,air_genre_name,air_area_name,latitude,longitude,visit_date,visitors,air_reserve_visitors_sum,hpg_store_id,hpg_reserve_visitors_sum,calendar_date,day_of_week,holiday_flg
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-19,23,,,,2016-01-19,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-20,34,,,,2016-01-20,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-21,43,,,,2016-01-21,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-22,93,,,,2016-01-22,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-23,123,,,,2016-01-23,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-24,17,,,,2016-01-24,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-25,26,,,,2016-01-25,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-26,52,,,,2016-01-26,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-27,48,,,,2016-01-27,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-28,49,,,,2016-01-28,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-29,59,,,,2016-01-29,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-30,18,,,,2016-01-30,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-01-31,53,,,,2016-01-31,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-01,21,,,,2016-02-01,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-02,21,,,,2016-02-02,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-03,26,,,,2016-02-03,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-04,53,,,,2016-02-04,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-05,49,,,,2016-02-05,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-06,63,,,,2016-02-06,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-07,47,,,,2016-02-07,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-08,38,,,,2016-02-08,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-09,9,,,,2016-02-09,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-10,62,,,,2016-02-10,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-11,27,,,,2016-02-11,Thursday,1
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-12,46,,,,2016-02-12,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-13,52,,,,2016-02-13,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-14,42,,,,2016-02-14,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-15,41,,,,2016-02-15,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-16,66,,,,2016-02-16,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-17,104,,,,2016-02-17,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-18,26,,,,2016-02-18,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-19,53,,,,2016-02-19,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-21,37,,,,2016-02-21,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-22,45,,,,2016-02-22,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-23,35,,,,2016-02-23,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-24,53,,,,2016-02-24,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-25,36,,,,2016-02-25,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-26,75,,,,2016-02-26,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-27,81,,,,2016-02-27,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-28,51,,,,2016-02-28,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-02-29,43,,,,2016-02-29,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-01,17,,,,2016-03-01,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-02,35,,,,2016-03-02,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-03,24,,,,2016-03-03,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-04,30,,,,2016-03-04,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-05,44,,,,2016-03-05,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-06,56,,,,2016-03-06,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-07,7,,,,2016-03-07,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-08,25,,,,2016-03-08,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-09,41,,,,2016-03-09,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-10,41,,,,2016-03-10,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-11,83,,,,2016-03-11,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-12,31,,,,2016-03-12,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-13,43,,,,2016-03-13,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-14,54,,,,2016-03-14,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-15,29,,,,2016-03-15,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-16,77,,,,2016-03-16,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-17,70,,,,2016-03-17,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-18,74,,,,2016-03-18,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-19,110,,,,2016-03-19,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-20,12,,,,2016-03-20,Sunday,1
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-21,39,,,,2016-03-21,Monday,1
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-22,18,,,,2016-03-22,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-25,127,,,,2016-03-25,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-27,80,,,,2016-03-27,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-28,33,,,,2016-03-28,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-29,65,,,,2016-03-29,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-30,97,,,,2016-03-30,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-03-31,18,,,,2016-03-31,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-01,52,,,,2016-04-01,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-02,84,,,,2016-04-02,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-03,46,,,,2016-04-03,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-04,15,,,,2016-04-04,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-05,17,,,,2016-04-05,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-06,117,,,,2016-04-06,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-07,28,,,,2016-04-07,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-08,42,,,,2016-04-08,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-09,47,,,,2016-04-09,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-10,66,,,,2016-04-10,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-13,23,,,,2016-04-13,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-14,38,,,,2016-04-14,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-15,49,,,,2016-04-15,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-16,75,,,,2016-04-16,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-17,40,,,,2016-04-17,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-19,97,,,,2016-04-19,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-20,39,,,,2016-04-20,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-21,27,,,,2016-04-21,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-22,141,,,,2016-04-22,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-23,10,,,,2016-04-23,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-24,5,,,,2016-04-24,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-25,45,,,,2016-04-25,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-26,54,,,,2016-04-26,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-27,31,,,,2016-04-27,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-28,41,,,,2016-04-28,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-04-29,81,,,,2016-04-29,Friday,1
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-01,39,,,,2016-05-01,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-02,44,,,,2016-05-02,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-03,76,,,,2016-05-03,Tuesday,1
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-04,12,,,,2016-05-04,Wednesday,1
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-05,34,,,,2016-05-05,Thursday,1
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-06,59,,,,2016-05-06,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-07,67,,,,2016-05-07,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-08,51,,,,2016-05-08,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-09,19,,,,2016-05-09,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-10,53,,,,2016-05-10,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-11,43,,,,2016-05-11,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-12,21,,,,2016-05-12,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-13,89,,,,2016-05-13,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-14,9,,,,2016-05-14,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-15,27,,,,2016-05-15,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-16,20,,,,2016-05-16,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-17,55,,,,2016-05-17,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-18,34,,,,2016-05-18,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-19,11,,,,2016-05-19,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-20,86,,,,2016-05-20,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-21,101,,,,2016-05-21,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-22,42,,,,2016-05-22,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-23,51,,,,2016-05-23,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-24,38,,,,2016-05-24,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-25,29,,,,2016-05-25,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-26,57,,,,2016-05-26,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-27,10,,,,2016-05-27,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-28,49,,,,2016-05-28,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-29,102,,,,2016-05-29,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-30,30,,,,2016-05-30,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-05-31,59,,,,2016-05-31,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-01,28,,,,2016-06-01,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-03,65,,,,2016-06-03,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-04,38,,,,2016-06-04,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-05,35,,,,2016-06-05,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-06,54,,,,2016-06-06,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-07,21,,,,2016-06-07,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-08,42,,,,2016-06-08,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-09,29,,,,2016-06-09,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-10,77,,,,2016-06-10,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-11,25,,,,2016-06-11,Saturday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-12,68,,,,2016-06-12,Sunday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-13,40,,,,2016-06-13,Monday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-14,43,,,,2016-06-14,Tuesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-15,30,,,,2016-06-15,Wednesday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-16,107,,,,2016-06-16,Thursday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-17,95,,,,2016-06-17,Friday,0
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,2016-06-18,13,,,,2016-06-18,Saturday,0
